callDateTime,priority,district,description,callNumber,incidentLocation,location
07/13/2015 03:31:00 PM,Medium,NE,NARCOTICSOutside,P151941976,BELAIR RD/BRENDAN AV,"(39.323353,-76.571308)"
07/13/2015 03:37:00 PM,High,SD,Field Interview,P151941977,WATERVIEW AV/POTEE ST,"(39.253528,-76.617911)"
07/13/2015 03:37:00 PM,Medium,ND,BURGLARY,P151941978,3100 GUILFORD AV,"(39.3259446,-76.6133948)"
07/13/2015 03:38:00 PM,Non-Emergency,SD,Repairs/Service,P151941979,100,"(39.3810499,-76.6572571)"
07/13/2015 03:36:00 PM,Low,NW,CHANGE MIND,P151941980,WOODLAND AV/DELAWARE AV,"(39.345975,-76.669919)"
07/13/2015 03:37:00 PM,Medium,ED,911/NO  VOICE,P151941981,600 N WOLFE ST,"(39.2972451,-76.5922121)"
07/13/2015 03:39:00 PM,Medium,WD,911/NO  VOICE,P151941982,2000 ELGIN AV,"(39.3145450,-76.6501600)"
07/13/2015 03:39:00 PM,Medium,SW,911/NO  VOICE,P151941983,PIQUETT LN/S ELLAMONT ST,"(39.282082,-76.670106)"
07/13/2015 03:36:00 PM,Medium,NE,DISORDERLY,P151941984,2400 BELAIR RD,"(39.3189451,-76.5767775)"
07/13/2015 03:37:00 PM,Medium,CD,911/NO  VOICE,P151941985,600 E FAYETTE ST,"(39.2906737,-76.6071600)"
07/13/2015 03:40:00 PM,Medium,SE,911/NO  VOICE,P151941986,100 N LUZERNE AV,"(39.2932710,-76.5807600)"
07/13/2015 03:40:00 PM,Medium,ND,DISORDERLY,P151941987,4500 YORK RD,"(39.3432335,-76.6098188)"
07/13/2015 03:36:00 PM,Low,SE,INTOXICATED PERS,P151941988,0 N POTOMAC ST,"(39.2922900,-76.5747871)"
07/13/2015 03:39:00 PM,Medium,CD,911/NO  VOICE,P151941989,200 E REDWOOD ST,"(39.2890236,-76.6120963)"
07/13/2015 03:41:00 PM,Medium,ND,911/NO  VOICE,P151941990,400 E 25TH ST,"(39.3180748,-76.6110777)"
07/13/2015 02:45:00 PM,Non-Emergency,NW,Repairs/Service,P151941776,LEWIN SUB,"(,)"
07/13/2015 02:43:00 PM,Medium,ND,COMMON ASSAULT,P151941777,100 W 29TH ST,"(39.3231493,-76.6188892)"
07/13/2015 02:45:00 PM,Medium,NW,NARCOTICSOutside,P151941778,4400 MAINE AV,"(39.3292420,-76.6919710)"
07/13/2015 02:44:00 PM,Medium,WD,DISORDERLY,P151941779,1600 N CALHOUN ST,"(39.3070676,-76.6425948)"
07/13/2015 02:44:00 PM,Low,CD,AUTO ACCIDENT,P151941780,W MULBERRY ST/DIAMOND ST,"(39.293780,-76.623279)"
07/13/2015 02:46:00 PM,Medium,NE,911/NO  VOICE,P151941781,1100 E COLD SPRING LN,"(39.3451583,-76.5996398)"
07/13/2015 02:45:00 PM,Medium,SD,911/NO  VOICE,P151941782,1100 RUSSELL ST,"(39.2792338,-76.6252434)"
07/13/2015 02:45:00 PM,Medium,SD,FAMILY DISTURB,P151941783,0 PARKIN ST,"(39.2878917,-76.6306481)"
07/13/2015 02:46:00 PM,Medium,SD,COMMON ASSAULT,P151941784,LIGHT RAIL - CAMDEN YARDS,"(39.284668,-76.619335)"
07/13/2015 02:45:00 PM,Low,CD,AUTO ACCIDENT,P151941785,100 MARKET PL,"(39.2878661,-76.6068831)"
07/13/2015 02:47:00 PM,Medium,CD,911/NO  VOICE,P151941786,600 E FAYETTE ST,"(39.2906737,-76.6071600)"
07/13/2015 02:48:00 PM,High,SE,Field Interview,P151941787,200 N CONKLING ST,"(39.2953420,-76.5680160)"
07/13/2015 02:46:00 PM,Medium,NW,911/NO  VOICE,P151941788,3300 W COLD SPRING LN,"(39.3366870,-76.6746129)"
07/13/2015 02:47:00 PM,Medium,NW,NARCOTICSOutside,P151941789,5300 BLK CUTHBERT AV,"(39.3476591,-76.6823463)"
07/13/2015 02:45:00 PM,Medium,ND,MENTAL CASE,P151941790,ELLERSLIE AV/MCKEWIN AV,"(39.332665,-76.603868)"
07/13/2015 02:49:00 PM,Medium,ND,911/NO  VOICE,P151941791,2500 W BELVEDERE AV,"(39.3535492,-76.6668878)"
07/13/2015 02:45:00 PM,Medium,SE,911/NO  VOICE,P151941792,3300 E FAYETTE ST,"(39.2950660,-76.5708960)"
07/13/2015 02:49:00 PM,Low,CD,INVESTIGATE,P151941793,600 E FAYETTE ST,"(39.2906737,-76.6071600)"
07/13/2015 02:49:00 PM,Low,NE,AUTO ACCIDENT,P151941794,5900 BLK PULASKI HY,"(39.3023950,-76.5475770)"
07/13/2015 02:49:00 PM,Medium,CD,DISORDERLY,P151941795,S PRESIDENT ST/E LOMBARD ST,"(39.288203,-76.604966)"
07/13/2015 02:51:00 PM,High,NW,SILENT ALARM,P151941796,3800 HOWARD PARK AV,"(39.3359565,-76.6964507)"
07/13/2015 02:48:00 PM,Low,ND,FALSE PRETENSE,P151941797,1000 UPNOR RD,"(39.3577210,-76.5999609)"
07/13/2015 02:51:00 PM,Medium,WD,911/NO  VOICE,P151941798,1800 W NORTH AV,"(39.3101074,-76.6465929)"
07/13/2015 02:52:00 PM,Medium,ED,911/NO  VOICE,P151941799,500 E PRESTON ST,"(39.3048077,-76.6092968)"
07/13/2015 02:49:00 PM,Medium,NW,BURGLARY,P151941800,3300 W GARRISON AV,"(39.3467220,-76.6748285)"
07/13/2015 02:52:00 PM,Medium,NE,DISORDERLY,P151941801,2400 BELAIR RD,"(39.3189451,-76.5767775)"
07/13/2015 02:52:00 PM,Medium,SW,911/NO  VOICE,P151941802,500 N ATHOL AV,"(39.2923579,-76.6893446)"
07/13/2015 02:50:00 PM,Low,NE,AUTO ACCIDENT,P151941803,6500 PULASKI HY,"(39.3040459,-76.5409614)"
07/13/2015 02:51:00 PM,Low,NE,TROUBLE UNKNOWN,P151941804,6500 PULASKI HY,"(39.3040459,-76.5409614)"
07/13/2015 02:46:00 PM,Low,ND,CHECK WELL BEING,P151941805,1300 MORLING AV,"(39.3342880,-76.6380410)"
07/13/2015 02:55:00 PM,Low,ND,OTHER,P151941806,2300 ST PAUL ST,"(39.3156240,-76.6156840)"
07/13/2015 02:54:00 PM,Medium,NW,911/NO  VOICE,P151941807,2700 BOARMAN AV,"(39.3387644,-76.6658154)"
07/13/2015 02:55:00 PM,Medium,CD,911/NO  VOICE,P151941808,0 N GREENE ST,"(39.2892172,-76.6236974)"
07/13/2015 02:56:00 PM,Non-Emergency,SD,Repairs/Service,P151941809,100,"(39.3810499,-76.6572571)"
07/13/2015 02:55:00 PM,Medium,NW,COMMON ASSAULT,P151941810,4000 LIBERTY HEIGHTS AV,"(39.3285480,-76.6853840)"
07/13/2015 02:55:00 PM,Medium,CD,911/NO  VOICE,P151941811,0 S GREENE ST,"(39.2885206,-76.6236639)"
07/13/2015 02:55:00 PM,Low,CD,INVESTIGATE,P151941812,600 E FAYETTE ST,"(39.2906737,-76.6071600)"
07/13/2015 02:50:00 PM,Medium,ND,911/NO  VOICE,P151941813,4700 YORK RD,"(39.3462852,-76.6098814)"
07/13/2015 02:52:00 PM,Low,TRU,LARCENY F/AUTO,P151941814,2800 GATEHOUSE DR,"(39.3208124,-76.7088455)"
07/13/2015 02:55:00 PM,Medium,ND,BURGLARY,P151941815,300 E 31ST ST,"(39.3262510,-76.6128440)"
07/13/2015 02:57:00 PM,High,NW,Traffic Stop,P151941816,3000 W GARRISON AV,"(39.3488260,-76.6715370)"
07/13/2015 02:54:00 PM,Medium,CD,COMMON ASSAULT,P151941817,0 W FRANKLIN ST,"(39.2951223,-76.6155361)"
07/13/2015 02:57:00 PM,High,SW,Traffic Stop,P151941818,4100 BLK FREDERICK AV,"(39.2819620,-76.6834430)"
07/13/2015 02:55:00 PM,Low,SW,TRAFFIC CONTROL,P151941819,500 BLK NORMANDY AV,"(39.2926010,-76.6818310)"
07/13/2015 02:57:00 PM,Medium,ED,911/NO  VOICE,P151941820,500 E PRESTON ST,"(39.3048077,-76.6092968)"
07/13/2015 02:30:00 PM,Low,ND,CK WELL BEING,P151941821,1300 MORLING AV,"(39.3342880,-76.6380410)"
07/13/2015 02:57:00 PM,Non-Emergency,ED,30,P151941823,E FEDERAL ST/N LUZERNE AV,"(39.309011,-76.581506)"
07/13/2015 02:57:00 PM,Medium,SD,911/NO  VOICE,P151941824,3100 SUN ST,"(39.2392430,-76.5839070)"
07/13/2015 02:58:00 PM,Medium,ND,911/NO  VOICE,P151941825,SULGRAVE AV/NEWBURY ST,"(39.367423,-76.652097)"
07/13/2015 02:56:00 PM,Low,NE,OTHER,P151941826,6100 MARIETTA AV,"(39.3592900,-76.5639300)"
07/13/2015 03:00:00 PM,High,SD,SHOOTING,P151941827,SOUTHERN DISTRICT,"(39.253253,-76.615524)"
07/13/2015 02:58:00 PM,High,CD,HOLDUP ALARM,P151941829,300 W PRATT ST,"(39.2866613,-76.6198331)"
07/13/2015 03:00:00 PM,Medium,SW,911/NO  VOICE,P151941830,4600 FREDERICK AV,"(39.2814825,-76.6924178)"
07/13/2015 02:59:00 PM,Medium,NE,911/NO  VOICE,P151941832,5300 MORAVIA RD,"(39.3229978,-76.5484210)"
07/13/2015 02:59:00 PM,Medium,NW,911/NO  VOICE,P151941833,3300 W COLD SPRING LN,"(39.3366870,-76.6746129)"
07/13/2015 03:01:00 PM,Non-Emergency,WD,Foot  Patrol,P151941834,N CAREY ST/LAURENS ST,"(39.303358,-76.638957)"
07/13/2015 02:56:00 PM,Non-Emergency,SD,PRKG COMPLAINT,P151941836,400 BLK E RANDALL ST,"(39.2719980,-76.6081060)"
07/13/2015 03:00:00 PM,Medium,ED,COMMON ASSAULT,P151941837,E LAFAYETTE AV/N MILTON AV,"(39.311127,-76.583005)"
07/13/2015 03:00:00 PM,Medium,ND,911/NO  VOICE,P151941838,100 W 29TH ST,"(39.3231493,-76.6188892)"
07/13/2015 03:01:00 PM,Medium,ED,911/NO  VOICE,P151941839,1200 E MONUMENT ST,"(39.2980925,-76.6019045)"
07/13/2015 03:01:00 PM,Medium,ED,911/NO  VOICE,P151941840,600 N WOLFE ST,"(39.2972451,-76.5922121)"
07/13/2015 03:00:00 PM,Medium,ND,DISORDERLY,P151941841,NB I 100 N AT W COLD SPRING LN,"(39.345141,-76.647026)"
07/13/2015 03:02:00 PM,Medium,CW,Lab Request,P151941842,SOUTHERN DISTRICT,"(39.253253,-76.615524)"
07/13/2015 03:00:00 PM,Low,WD,DESTRUCT PROPTY,P151941843,1900 W LAFAYETTE AV,"(39.2989270,-76.6478560)"
07/13/2015 03:01:00 PM,Medium,NE,DISORDERLY,P151941845,2400 BELAIR RD,"(39.3189451,-76.5767775)"
07/13/2015 03:02:00 PM,Medium,ND,911/NO  VOICE,P151941846,100 W 29TH ST,"(39.3231493,-76.6188892)"
07/13/2015 03:00:00 PM,Medium,SW,DISORDERLY,P151941847,HILLSHIRE RD/MOUNTVIEW RD,"(39.286384,-76.690797)"
07/13/2015 03:03:00 PM,Medium,NW,DISORDERLY,P151941848,3500 DOLFIELD AV,"(39.3343395,-76.6733950)"
07/13/2015 03:05:00 PM,Medium,CW,Lab Request,P151941849,2600 E FEDERAL ST,"(39.3092486,-76.5813506)"
07/13/2015 06:42:00 PM,Medium,SE,DISORDERLY,P151942690,4700 EASTERN AV,"(39.2872630,-76.5564360)"
07/13/2015 06:44:00 PM,Medium,ND,911/NO  VOICE,P151942691,700 DRUID PARK LAKE DR,"(39.3167175,-76.6304122)"
07/13/2015 06:44:00 PM,Medium,NE,911/NO  VOICE,P151942692,1100 E COLD SPRING LN,"(39.3451583,-76.5996398)"
07/13/2015 06:42:00 PM,Low,ED,BAIL OUT,P151942693,E LAFAYETTE AV/N BROADWAY,"(39.310655,-76.594903)"
07/13/2015 06:47:00 PM,High,WD,Traffic Stop,P151942694,3300 AUCHENTOROLY TE,"(39.3177639,-76.6476010)"
07/13/2015 06:46:00 PM,Medium,NE,911/NO  VOICE,P151942695,5300 BELAIR RD,"(39.3388227,-76.5525450)"
07/13/2015 03:03:00 PM,Medium,CD,911/NO  VOICE,P151941851,1400 DIVISION ST,"(39.3019897,-76.6306221)"
07/13/2015 03:03:00 PM,Medium,SW,DISORDERLY,P151941852,2400 FREDERICK AV,"(39.2843269,-76.6546822)"
07/13/2015 02:43:00 PM,Low,NW,OTHER,P151941853,2300 LIBERTY HEIGHTS AV,"(39.3185399,-76.6526596)"
07/13/2015 03:04:00 PM,Medium,NE,911/NO  VOICE,P151941854,4300 HILLEN RD,"(39.3418475,-76.5873262)"
07/13/2015 03:04:00 PM,Low,SW,HIT AND RUN,P151941855,S CATON AV/S HILTON ST,"(39.279585,-76.671672)"
07/13/2015 03:03:00 PM,Medium,ND,911/NO  VOICE,P151941856,100 W 29TH ST,"(39.3231493,-76.6188892)"
07/13/2015 03:05:00 PM,Medium,ND,911/NO  VOICE,P151941857,600 WYANOKE AV,"(39.3375680,-76.6073690)"
07/13/2015 03:04:00 PM,Low,CD,LARCENCY,P151941858,100 E BALTIMORE ST,"(39.2895977,-76.6137560)"
07/13/2015 03:03:00 PM,Low,CD,CLOSED CALL,P151941859,600 E FAYETTE ST,"(39.2906737,-76.6071600)"
07/13/2015 03:04:00 PM,Low,NE,DESTRUCT PROPTY,P151941860,4400 ARABIA AV,"(39.3388580,-76.5708030)"
07/13/2015 03:05:00 PM,Low,NW,AUTO ACCIDENT,P151941861,3900 GREENSPRING AV,"(39.3355540,-76.6565660)"
07/13/2015 03:05:00 PM,Low,ED,INVESTIAGTE,P151941862,1800 N PATTERSON PARK AV,"(39.3109903,-76.5858963)"
07/13/2015 03:04:00 PM,Medium,SW,COMMON ASSAULT,P151941864,4300 SEMINOLE AV,"(39.2986710,-76.6941770)"
07/13/2015 03:03:00 PM,Medium,ND,DISORDERLY,P151941865,W NORTHERN PY/FALLS RD,"(39.361279,-76.646186)"
07/13/2015 03:07:00 PM,Medium,WD,911/NO  VOICE,P151941866,800 W FAIRMOUNT AV,"(39.2895147,-76.6292436)"
07/13/2015 03:09:00 PM,Non-Emergency,CD,Foot  Patrol,P151941867,2000 MCCULLOH ST,"(39.3079919,-76.6348463)"
07/13/2015 03:09:00 PM,Medium,NE,911/NO  VOICE,P151941868,1600 E BELVEDERE AV,"(39.3593040,-76.5860050)"
07/13/2015 03:08:00 PM,Low,NE,LARCENCY,P151941869,2400 BELAIR RD,"(39.3189451,-76.5767775)"
07/13/2015 03:09:00 PM,Medium,NW,MENTAL CASE,P151941870,3900 SEVEN MILE LN,"(39.3647655,-76.7112233)"
07/13/2015 03:10:00 PM,Low,CD,INVESTIGATE,P151941872,600 E FAYETTE ST,"(39.2906737,-76.6071600)"
07/13/2015 03:10:00 PM,Low,SE,FALSE PRETENSE,P151941873,400 S BROADWAY,"(39.2865843,-76.5936503)"
07/13/2015 03:09:00 PM,Medium,WD,BURGLARY,P151941874,2500 DRUID HILL AV,"(39.3132630,-76.6414209)"
07/13/2015 03:08:00 PM,Low,WD,INVESTIGATE,P151941875,1400 W FRANKLIN ST,"(39.2941360,-76.6398652)"
07/13/2015 03:10:00 PM,Medium,NW,COMMON ASSAULT,P151941876,4000 W GARRISON AV,"(39.3430589,-76.6811540)"
07/13/2015 03:08:00 PM,Medium,NE,SUSPICIOUS PERS,P151941877,SIMMS AV/MORAVIA RD,"(39.334414,-76.563481)"
07/13/2015 03:11:00 PM,Medium,SW,LYING IN STREET,P151941878,3000 W NORTH AV,"(39.3093320,-76.6677120)"
07/13/2015 03:11:00 PM,Medium,SD,911/NO  VOICE,P151941879,3100 SUN ST,"(39.2392430,-76.5839070)"
07/13/2015 03:11:00 PM,Medium,NE,911/NO  VOICE,P151941880,5300 MORAVIA RD,"(39.3229978,-76.5484210)"
07/13/2015 03:07:00 PM,Low,ED,FOLLOW-UP,P151941881,E FEDERAL ST/N LUZERNE AV,"(39.309011,-76.581506)"
07/13/2015 03:12:00 PM,Medium,SW,911/NO  VOICE,P151941882,4300 SEMINOLE AV,"(39.2986710,-76.6941770)"
07/13/2015 03:13:00 PM,Low,CD,LARCENY F/AUTO,P151941883,2500 EUTAW PL,"(39.3148220,-76.6387300)"
07/13/2015 03:11:00 PM,Medium,SW,911/NO  VOICE,P151941884,700 POPLAR GROVE ST,"(39.2956120,-76.6653450)"
07/13/2015 03:14:00 PM,High,SE,RA POLICE,P151941885,100 N CLINTON ST,"(39.2935825,-76.5709720)"
07/13/2015 03:12:00 PM,High,NW,SILENT ALARM,P151941886,3500 GREENSPRING AV,"(39.3303603,-76.6540807)"
07/13/2015 03:14:00 PM,Non-Emergency,CD,Foot  Patrol,P151941887,E BALTIMORE ST/N CHARLES ST,"(39.289527,-76.615147)"
07/13/2015 03:12:00 PM,Out of Service,NW,TOWED VEHICLE,P151941888,2300 LIBERTY HEIGHTS AV,"(39.3185399,-76.6526596)"
07/13/2015 03:09:00 PM,Medium,ED,NARCOTICSOutside,P151941889,500 BLK E NORTH AV,"(39.3117140,-76.6093250)"
07/13/2015 03:13:00 PM,Medium,SW,COMMON ASSAULT,P151941890,2800 RIGGS AV,"(39.3005720,-76.6636420)"
07/13/2015 03:13:00 PM,Medium,NE,DISORDERLY,P151941891,2400 BELAIR RD,"(39.3189451,-76.5767775)"
07/13/2015 03:12:00 PM,Low,ND,UNKNOWN TROUBLE,P151941892,4700 YORK RD,"(39.3462852,-76.6098814)"
07/13/2015 03:13:00 PM,Medium,ED,NARCOTICSOutside,P151941893,2100 CLIFTWOOD AV,"(39.3138040,-76.5886300)"
07/13/2015 03:16:00 PM,Medium,SD,AUTO THEFT,P151941894,600 BLK E PATAPSCO AV,"(39.2364800,-76.6020150)"
07/13/2015 03:04:00 PM,Medium,NW,NARCOTICSOutside,P151941895,3700 BLK W BELVEDERE AV,"(39.3464230,-76.6805640)"
07/13/2015 03:15:00 PM,Low,ND,AUTO ACCIDENT,P151941896,4300 BLK FALLS RD,"(39.3410600,-76.6398430)"
07/13/2015 03:16:00 PM,Medium,CD,DISORDERLY,P151941897,0 BLK N CALVERT ST,"(39.2349210,-76.6113340)"
07/13/2015 03:15:00 PM,Medium,NE,AUTO THEFT,P151941898,4300 MARBLE HALL RD,"(39.3423421,-76.5933418)"
07/13/2015 03:15:00 PM,Low,ND,AUTO ACCIDENT,P151941900,FALLS RD/ROLAND HEIGHTS AV,"(39.341146,-76.639529)"
07/13/2015 03:17:00 PM,Medium,NW,NARCOTICSOutside,P151941901,CORDELIA AV/HAYWARD AV,"(39.347192,-76.683068)"
07/13/2015 03:16:00 PM,Medium,NE,BURGLARY,P151941902,3100 CLIFTMONT AV,"(39.3194706,-76.5755273)"
07/13/2015 03:18:00 PM,Medium,CD,911/NO  VOICE,P151941903,300 LIGHT ST,"(39.2851556,-76.6140638)"
07/13/2015 03:18:00 PM,High,SD,SILENT ALARM,P151941904,400 ARSAN AV,"(39.2399499,-76.6040079)"
07/13/2015 03:17:00 PM,Medium,NE,911/NO  VOICE,P151941905,5800 HARFORD RD,"(39.3554854,-76.5591859)"
07/13/2015 03:16:00 PM,Low,TRU,DESTRUCT PROPTY,P151941906,0 CROSS KEYS RD,"(39.3522252,-76.6437615)"
07/13/2015 03:17:00 PM,Medium,NE,NARCOTICSOutside,P151941907,1700 BLK HOMESTEAD ST,"(39.3204885,-76.5945596)"
07/13/2015 03:16:00 PM,Low,ND,AUTO ACCIDENT,P151941908,FALLS RD/ROLAND HEIGHTS AV,"(39.341146,-76.639529)"
07/13/2015 03:20:00 PM,Medium,CD,911/NO  VOICE,P151941909,600 E FAYETTE ST,"(39.2906737,-76.6071600)"
07/13/2015 03:19:00 PM,High,ED,ARMED PERSON,P151941910,AISQUITH ST/E OLIVER ST,"(39.307174,-76.602344)"
07/13/2015 03:18:00 PM,Medium,NW,COMMON ASSAULT,P151941913,5200 ST CHARLES AV,"(39.3443779,-76.6830007)"
07/13/2015 03:21:00 PM,Medium,NE,911/NO  VOICE,P151941914,2800 EDISON HY,"(39.3159715,-76.5735213)"
07/13/2015 03:20:00 PM,Medium,NW,NARCOTICSOutside,P151941915,3300 BLK SPAULDING AV,"(39.3476065,-76.6759414)"
07/13/2015 03:18:00 PM,Medium,ND,BURGLARY,P151941916,300 E 31ST ST,"(39.3262510,-76.6128440)"
07/13/2015 03:21:00 PM,Medium,NW,911/NO  VOICE,P151941917,3800 W BELVEDERE AV,"(39.3452130,-76.6825420)"
07/13/2015 03:21:00 PM,Medium,ED,INJURED PERSON,P151941918,2300 BLK E FEDERAL ST,"(39.3090920,-76.5853340)"
07/13/2015 03:17:00 PM,Medium,SD,911/NO  VOICE,P151941919,200 FRANKFURST AV,"(39.2428780,-76.6030780)"
07/13/2015 03:23:00 PM,Medium,ND,INJURED PERSON,P151941920,500 GLENWOOD AV,"(39.3542400,-76.6092690)"
07/13/2015 03:20:00 PM,Medium,SE,SUSPICIOUS PERS,P151941921,3200 EASTERN AV,"(39.2866780,-76.5713550)"
07/13/2015 03:21:00 PM,Medium,CD,DISABLED VEH,P151941922,S PRESIDENT ST/E LOMBARD ST,"(39.288203,-76.604966)"
07/13/2015 03:12:00 PM,Low,SE,INVESTIGATE,P151941923,100 KANE ST,"(39.2928838,-76.5377918)"
07/13/2015 03:20:00 PM,High,SW,CUTTING,P151941924,4300 SEMINOLE AV,"(39.2986710,-76.6941770)"
07/13/2015 03:21:00 PM,Low,NW,DESTRUCT PROPTY,P151941925,5300 DENMORE AV,"(39.3492500,-76.6799468)"
07/13/2015 03:24:00 PM,Medium,CD,COMMON ASSAULT,P151941926,300 W LEXINGTON ST,"(39.2919659,-76.6203816)"
07/13/2015 03:24:00 PM,Medium,CD,911/NO  VOICE,P151941927,600 E FAYETTE ST,"(39.2906737,-76.6071600)"
07/13/2015 03:24:00 PM,Medium,SD,911/NO  VOICE,P151941929,3100 SUN ST,"(39.2392430,-76.5839070)"
07/13/2015 03:23:00 PM,Low,CD,ASST,P151941930,N HOWARD ST/W LEXINGTON ST,"(39.291539,-76.619570)"
07/13/2015 03:21:00 PM,Low,SW,AUTO ACCIDENT,P151941931,100 UPMANOR RD,"(39.2875650,-76.6902240)"
07/13/2015 03:21:00 PM,High,ND,SILENT ALARM,P151941932,300 WOODBOURNE AV,"(39.3544830,-76.6122260)"
07/13/2015 03:20:00 PM,High,NW,AGGRAV ASSAULT,P151941933,4800 CORDELIA AV,"(39.3422496,-76.6782145)"
07/13/2015 03:22:00 PM,Medium,ND,MENTAL CASE,P151941935,2400 W BELVEDERE AV,"(39.3549016,-76.6622292)"
07/13/2015 03:23:00 PM,Low,SD,OTHER,P151941936,100 W TALBOTT ST,"(39.2368563,-76.6134787)"
07/13/2015 03:26:00 PM,Low,SE,DEPT ACCIDENT,P151941937,100,"(39.3810499,-76.6572571)"
07/13/2015 03:26:00 PM,Medium,SW,911/NO  VOICE,P151941938,3200 W NORTH AV,"(39.3091980,-76.6711410)"
07/13/2015 03:27:00 PM,High,WD,Traffic Stop,P151941939,N MONROE ST/EDMONDSON AV,"(39.295151,-76.647315)"
07/13/2015 03:27:00 PM,High,SD,Field Interview,P151941940,WICOMICO ST/S MONROE ST,"(39.272290,-76.638301)"
07/13/2015 03:24:00 PM,Low,ED,LARCENCY,P151941941,2800 E CHASE ST,"(39.3040319,-76.5782220)"
07/13/2015 03:27:00 PM,Non-Emergency,SE,Repairs/Service,P151941942,BIDDLE STREET,"(39.305393,-76.564819)"
07/13/2015 03:26:00 PM,Non-Emergency,ND,PRKG COMPLAINT,P151941943,300 W 31ST ST,"(39.3239513,-76.6241755)"
07/13/2015 03:26:00 PM,Low,CD,DESTRUCT PROPTY,P151941944,900 DRUID PARK LAKE DR,"(39.3169600,-76.6361670)"
07/13/2015 03:28:00 PM,High,WD,Field Interview,P151941945,800 BLK W LEXINGTON ST,"(39.2911358,-76.6301052)"
07/13/2015 03:17:00 PM,Non-Emergency,NW,INVESTIGATE AUTO,P151941946,W STRATHMORE AV/HOPETON AV,"(39.355973,-76.696517)"
07/13/2015 03:28:00 PM,Medium,NW,911/NO  VOICE,P151941947,3000 DRUID PARK DR,"(39.3238608,-76.6610767)"
07/13/2015 03:30:00 PM,Non-Emergency,WD,Foot  Patrol,P151941948,N CALHOUN ST/MOSHER ST,"(39.300072,-76.640189)"
07/13/2015 03:27:00 PM,Medium,SE,911/NO  VOICE,P151941950,1300 THAMES ST,"(39.2794150,-76.5969080)"
07/13/2015 03:30:00 PM,High,SE,Traffic Stop,P151941951,BOSTON ST/BROENING HY,"(39.277958,-76.543733)"
07/13/2015 03:30:00 PM,Medium,ED,LYING IN STREET,P151941952,1400 BLK E EAGER ST,"(39.3016815,-76.5993385)"
07/13/2015 03:27:00 PM,Medium,ED,911/NO  VOICE,P151941953,1400 E EAGER ST,"(39.3016815,-76.5993385)"
07/13/2015 03:29:00 PM,Medium,SW,INV,P151941955,1700 SPENCE ST,"(39.2694740,-76.6524860)"
07/13/2015 03:28:00 PM,Medium,NW,911/NO  VOICE,P151941956,2700 BOARMAN AV,"(39.3387644,-76.6658154)"
07/13/2015 03:26:00 PM,Low,SD,LARCENCY,P151941957,4500 CURTIS AV,"(39.2253750,-76.5868408)"
07/13/2015 03:28:00 PM,Medium,WD,AUTO ACCIDENT,P151941958,1900 W LAFAYETTE AV,"(39.2989270,-76.6478560)"
07/13/2015 03:32:00 PM,Non-Emergency,SE,RECOVER PROPERTY,P151941959,3300 E FAYETTE ST,"(39.2950660,-76.5708960)"
07/13/2015 03:30:00 PM,Low,SW,EXPARTE,P151941960,3100 WESTMONT CT,"(39.3014713,-76.6698256)"
07/13/2015 03:31:00 PM,Non-Emergency,ND,Private Tow,P151941961,2000 MARYLAND AV,"(39.3126394,-76.6186925)"
07/13/2015 03:27:00 PM,Low,SD,BIKE LARCENY,P151941962,1900 S CHARLES ST,"(39.2678829,-76.6141695)"
07/13/2015 03:32:00 PM,Non-Emergency,ED,RECOVER PROPERTY,P151941963,1200 E OLIVER ST,"(39.3071893,-76.6023092)"
07/13/2015 03:31:00 PM,Low,SW,TRAFFIC CONTROL,P151941964,LYNDHURST ST/EDMONDSON AV,"(39.293873,-76.681204)"
07/13/2015 03:31:00 PM,Medium,WD,AUTO THEFT,P151941965,800 N CALHOUN ST,"(39.2978344,-76.6400720)"
07/13/2015 03:32:00 PM,Medium,CD,911/NO  VOICE,P151941966,600 E FAYETTE ST,"(39.2906737,-76.6071600)"
07/13/2015 03:32:00 PM,Medium,SD,911/NO  VOICE,P151941967,200 FRANKFURST AV,"(39.2428780,-76.6030780)"
07/13/2015 03:32:00 PM,Low,NE,LARCENCY,P151941968,2400 BELAIR RD,"(39.3189451,-76.5767775)"
07/14/2015 10:07:00 AM,Low,NE,AUTO ACCIDENT,P151950857,4000 BLK RAYMONN AV,"(39.3177949,-76.5585180)"
07/14/2015 10:08:00 AM,Non-Emergency,SD,Repairs/Service,P151950859,100,"(39.3810499,-76.6572571)"
07/14/2015 10:07:00 AM,High,SW,SILENT ALARM,P151950860,3400 CLIFTON AV,"(39.3110308,-76.6742225)"
07/14/2015 10:09:00 AM,Non-Emergency,SD,ILL/DUMP IN PROG,P151950861,1600 BLK S HANOVER ST,"(39.2714015,-76.6154765)"
07/13/2015 03:38:00 PM,High,NW,ARMED PERSON,P151941991,3800 LIBERTY HEIGHTS AV,"(39.3273370,-76.6811980)"
07/13/2015 03:41:00 PM,Medium,SE,911/NO  VOICE,P151941992,100 N LUZERNE AV,"(39.2932710,-76.5807600)"
07/13/2015 03:42:00 PM,Medium,CW,Lab Request,P151941993,3300 W GARRISON AV,"(39.3467220,-76.6748285)"
07/13/2015 03:38:00 PM,High,ND,ROBBERY ARMED,P151941994,1100 RAMBLEWOOD RD,"(39.3629890,-76.5953420)"
